iter	Logloss
0	0.585430882
1	0.5032088766
2	0.4146617744
3	0.3361208002
4	0.2876576953
5	0.2480523882
6	0.2286744973
7	0.1948004014
8	0.1748401254
9	0.1546557625
10	0.1394493612
11	0.1231613193
12	0.1105498023
13	0.09827066194
14	0.09116665995
15	0.08336430471
16	0.07662747048
17	0.06999348208
18	0.06464635817
19	0.05935605938
20	0.05694949023
21	0.05389518923
22	0.051264397
23	0.04808285239
24	0.0450282346
25	0.04236365954
26	0.04004096271
27	0.03843903413
28	0.03653214037
29	0.03515970871
30	0.03351487357
31	0.03169843629
32	0.03057370811
33	0.02888215251
34	0.02753184247
35	0.02634169159
36	0.02500693268
37	0.02333664934
38	0.02237738622
39	0.02150176524
40	0.02079301648
41	0.01977160164
42	0.01911552189
43	0.0183265508
44	0.01763843379
45	0.01702488745
46	0.01627824014
47	0.01549770661
48	0.01481932629
49	0.01407029686
50	0.01353485899
51	0.01320645038
52	0.01286001702
53	0.01236859858
54	0.01199162876
55	0.01154386777
56	0.01119046638
57	0.0109090625
58	0.01051835564
59	0.01024924824
60	0.00999240635
61	0.00964602119
62	0.009298359429
63	0.009078504642
64	0.008844546745
65	0.008691020704
66	0.008446764148
67	0.00808230908
68	0.007837673307
69	0.007691467028
70	0.007426560269
71	0.00714620232
72	0.006951349881
73	0.006742109502
74	0.006581239557
75	0.006318853213
76	0.006101089545
77	0.005933698089
78	0.005813112435
79	0.005665650604
80	0.005504264465
81	0.005334231503
82	0.005214833705
83	0.005079878435
84	0.004967948405
85	0.004845636687
86	0.004725307589
87	0.00462673917
88	0.004506742616
89	0.004383653894
90	0.004259244567
91	0.004193868214
92	0.004097585813
93	0.004013888904
94	0.003969066452
95	0.003892568917
96	0.003828359083
97	0.003781094097
98	0.003713472389
99	0.003640062991
100	0.003602678557
101	0.00353554725
102	0.003496031504
103	0.003445980655
104	0.003424119414
105	0.003358728498
106	0.003299201369
107	0.003256840933
108	0.003225549504
109	0.003167093119
110	0.003102471713
111	0.003053799146
112	0.003012769265
113	0.002961382578
114	0.002930801407
115	0.002900235222
116	0.002863052176
117	0.00280849981
118	0.002777660588
119	0.002747329987
120	0.002693481282
121	0.002662800101
122	0.002627288028
123	0.002591882862
124	0.002570298043
125	0.002528802437
126	0.002490175481
127	0.00247875547
128	0.002449961868
129	0.002428982444
130	0.002400920987
131	0.002342715472
132	0.002313603317
133	0.002283695583
134	0.002265621662
135	0.00223160605
136	0.002215555793
137	0.00218176857
138	0.002162073123
139	0.002138534546
140	0.002111979643
141	0.002098663388
142	0.00207415648
143	0.002066626068
144	0.002047314706
145	0.002021044135
146	0.002001373996
147	0.001984373602
148	0.001963262385
149	0.001953730418
150	0.001940511221
151	0.001917766124
152	0.001905406148
153	0.001884891317
154	0.001872601072
155	0.001855992733
156	0.0018385317
157	0.001810495114
158	0.001769875663
159	0.001753414839
160	0.001730927021
161	0.001714733735
162	0.00169808275
163	0.001663777644
164	0.00163928434
165	0.00163928434
166	0.00162104217
167	0.001592496599
168	0.001585543031
169	0.001569909908
170	0.001569903198
171	0.00155543353
172	0.001549998046
173	0.001537176526
174	0.001537176526
175	0.001537176526
176	0.001525265582
177	0.001514945698
178	0.001499991956
179	0.001493764989
180	0.001472201147
181	0.001462069566
182	0.001441141613
183	0.001441143239
184	0.001434516253
185	0.001409988908
186	0.001392269003
187	0.001388707367
188	0.001370738905
189	0.001359990701
190	0.001347882244
191	0.001347882244
192	0.00133783421
193	0.001320726779
194	0.001306935558
195	0.001293875972
196	0.001293875972
197	0.001282618785
198	0.001270348016
199	0.00126309965
200	0.001253133024
201	0.001244051323
202	0.001234210805
203	0.001234210805
204	0.001226818346
205	0.001220408223
206	0.001220408223
207	0.001205406027
208	0.001191618805
209	0.001177815586
210	0.001177814167
211	0.001177814167
212	0.001165846469
213	0.001152307161
214	0.001152320556
215	0.001152320556
216	0.001152319585
217	0.001152319585
218	0.001144997942
219	0.001133604483
220	0.001122941827
221	0.001107420676
222	0.001107420676
223	0.001107420676
224	0.001107420676
225	0.001107408979
226	0.00109894072
227	0.001088070085
228	0.001080901348
229	0.001071569056
230	0.001071569056
231	0.001059747379
232	0.001059743447
233	0.001049904926
234	0.001038777109
235	0.001028248152
236	0.001028267738
237	0.001020103894
238	0.001009429615
239	0.001001889579
240	0.0009964374992
241	0.000996442197
242	0.0009964226192
243	0.0009902161006
244	0.0009902306991
245	0.0009902306991
246	0.0009902267904
247	0.0009815653449
248	0.0009815900519
249	0.0009732208979
250	0.0009732409965
251	0.0009732260245
252	0.0009732260245
253	0.0009732027826
254	0.0009732027826
255	0.0009732027826
256	0.0009732194144
257	0.0009732194144
258	0.0009732194144
259	0.0009632920495
260	0.0009632920495
261	0.0009633266309
262	0.0009633266309
263	0.0009633266309
264	0.0009632979332
265	0.0009632979332
266	0.0009632750359
267	0.0009632620261
268	0.000963278579
269	0.000963278579
270	0.0009632590955
271	0.0009632590955
272	0.0009632590955
273	0.000963264151
274	0.0009612063564
275	0.0009612116408
276	0.0009612116408
277	0.0009612116408
278	0.0009612116408
279	0.0009612135005
280	0.0009612285409
281	0.0009592221345
282	0.0009592221345
283	0.0009592221345
284	0.0009592347339
285	0.0009592198671
286	0.0009507125004
287	0.0009507125004
288	0.0009507125004
289	0.0009507233191
290	0.0009507233191
291	0.0009507233191
292	0.0009507109226
293	0.0009507109226
294	0.0009506830745
295	0.000950697147
296	0.000950697147
297	0.0009507028764
298	0.0009506714488
299	0.0009437118568
300	0.0009437343595
301	0.0009437343595
302	0.0009437343595
303	0.0009437286543
304	0.0009437286543
305	0.0009437286543
306	0.0009437328313
307	0.0009437328313
308	0.0009437128195
309	0.0009437265631
310	0.0009436733689
311	0.0009436829802
312	0.0009436761676
313	0.0009436761676
314	0.0009437152021
315	0.0009437152021
316	0.0009437152021
317	0.0009437152021
318	0.0009437152021
319	0.0009437152021
320	0.0009436749445
321	0.0009436749445
322	0.0009436749445
323	0.0009436749445
324	0.0009437022581
325	0.0009437022581
326	0.0009437022581
327	0.0009437022581
328	0.0009437022581
329	0.0009437022581
330	0.0009437022581
331	0.000943675275
332	0.000943675275
333	0.000943675275
334	0.000943675275
335	0.000943675275
336	0.0009419904425
337	0.0009419904425
338	0.0009419904425
339	0.0009419904425
340	0.0009419904425
341	0.0009419904425
342	0.0009419514868
343	0.0009419514868
344	0.0009419514868
345	0.0009419514868
346	0.0009419514868
347	0.0009419514868
348	0.0009419514868
349	0.0009419514868
350	0.0009419514868
351	0.0009419514868
352	0.0009419514868
353	0.0009419514868
354	0.0009419514868
355	0.0009419514868
356	0.000941992915
357	0.000941992915
358	0.000941992915
359	0.0009419398185
360	0.0009419398185
361	0.0009419398185
362	0.0009419398185
363	0.0009419398185
364	0.0009419398185
365	0.0009419599803
366	0.0009419599803
367	0.0009419599803
368	0.0009419599803
369	0.0009419599803
370	0.0009419599803
371	0.0009419599803
372	0.0009419599803
373	0.0009419599803
374	0.0009419599803
375	0.0009419599803
376	0.0009419599803
377	0.0009419599803
378	0.0009419599803
379	0.0009419599803
380	0.0009419599803
381	0.0009419599803
382	0.0009419599803
383	0.0009419599803
384	0.0009419599803
385	0.0009419599803
386	0.0009419599803
387	0.0009419599803
388	0.0009419599803
389	0.0009419599803
390	0.0009419599803
391	0.0009419599803
392	0.0009419599803
393	0.0009419599803
394	0.0009419599803
395	0.0009419599803
396	0.0009419599803
397	0.0009419599803
398	0.0009419599803
399	0.0009419599803
400	0.0009419599803
401	0.0009419599803
402	0.0009419599803
403	0.0009419599803
404	0.0009419599803
405	0.0009419599803
406	0.0009419599803
407	0.0009419599803
408	0.0009419599803
409	0.0009419599803
410	0.0009419599803
411	0.0009419599803
412	0.0009419599803
413	0.0009419599803
414	0.0009419599803
415	0.0009419599803
416	0.0009419599803
417	0.0009419599803
418	0.0009419599803
419	0.0009419599803
420	0.0009419599803
421	0.0009419599803
422	0.0009419599803
423	0.0009419587072
424	0.0009419472441
425	0.0009419882093
426	0.0009419882093
427	0.0009419882093
428	0.0009419882093
429	0.0009419882093
430	0.0009419882093
431	0.0009419882093
432	0.0009419882093
433	0.0009419882093
434	0.0009419882093
435	0.0009419882093
436	0.0009419882093
437	0.0009419882093
438	0.0009419882093
439	0.0009419882093
440	0.0009419882093
441	0.0009419882093
442	0.0009419882093
443	0.0009419882093
444	0.0009419882093
445	0.0009419882093
446	0.0009419882093
447	0.0009419882093
448	0.0009419882093
449	0.0009419882093
450	0.0009419882093
451	0.0009419882093
452	0.0009419882093
453	0.0009419882093
454	0.0009419882093
455	0.0009419509555
456	0.0009419509555
457	0.0009419509555
458	0.0009419509555
459	0.0009419509555
460	0.0009419509555
461	0.0009419509555
462	0.0009419509555
463	0.0009419509555
464	0.0009419509555
465	0.0009419509555
466	0.0009419509555
467	0.0009419509555
468	0.0009419509555
469	0.0009419509555
470	0.0009419509555
471	0.0009419509555
472	0.0009419509555
473	0.0009419509555
474	0.0009419509555
475	0.0009419509555
476	0.0009419509555
477	0.0009419509555
478	0.0009419509555
479	0.0009419509555
480	0.0009419509555
481	0.0009419509555
482	0.0009419509555
483	0.0009419509555
484	0.0009419509555
485	0.0009419509555
486	0.0009419509555
487	0.0009419509555
488	0.0009419509555
489	0.0009419509555
490	0.0009419509555
491	0.0009419509555
492	0.0009419509555
493	0.0009419509555
494	0.0009419509555
495	0.0009419509555
496	0.0009419509555
497	0.0009419509555
498	0.0009419509555
499	0.0009419509555
500	0.0009419509555
501	0.0009419509555
502	0.0009419509555
503	0.0009419509555
504	0.0009419509555
505	0.0009419509555
506	0.0009419509555
507	0.0009419509555
508	0.0009419509555
509	0.0009419509555
510	0.0009419509555
511	0.0009419509555
512	0.0009419509555
513	0.0009419509555
514	0.0009419509555
515	0.0009419509555
516	0.0009419509555
517	0.0009419509555
518	0.0009419509555
519	0.0009419509555
520	0.0009419509555
521	0.0009419509555
522	0.0009419509555
523	0.0009419509555
524	0.0009419509555
525	0.0009419509555
526	0.0009419509555
527	0.0009419509555
528	0.0009419509555
529	0.0009419509555
530	0.0009419509555
531	0.0009419509555
532	0.0009419509555
533	0.0009419509555
534	0.0009419509555
535	0.0009419509555
536	0.0009419509555
537	0.0009419509555
538	0.0009419509555
539	0.0009419509555
540	0.0009419509555
541	0.0009419509555
542	0.0009419509555
543	0.0009419509555
544	0.0009419509555
545	0.0009419509555
546	0.0009419509555
547	0.0009419509555
548	0.0009419509555
549	0.0009419509555
550	0.0009419509555
551	0.0009419509555
552	0.0009419509555
553	0.0009419509555
554	0.0009419509555
555	0.0009419509555
556	0.0009419509555
557	0.0009419509555
558	0.0009419509555
559	0.0009419509555
560	0.0009419509555
561	0.0009419509555
562	0.0009419509555
563	0.0009419509555
564	0.0009419550483
565	0.0009419426094
566	0.0009419170734
567	0.0009419170734
568	0.0009419327468
569	0.0009419327468
570	0.0009419327468
571	0.0009419327468
572	0.0009419327468
573	0.0009419327468
574	0.0009419327468
575	0.0009419327468
576	0.0009419327468
577	0.0009419327468
578	0.0009419327468
579	0.0009419327468
580	0.0009419327468
581	0.0009419327468
582	0.0009419327468
583	0.0009419327468
584	0.0009419327468
585	0.0009419327468
586	0.0009419327468
587	0.0009419327468
588	0.0009419327468
589	0.0009419327468
590	0.0009419327468
591	0.0009419327468
592	0.0009419327468
593	0.0009419327468
594	0.0009347065214
595	0.0009347065214
596	0.0009347065214
597	0.0009347065214
598	0.0009347065214
599	0.0009347065214
600	0.0009347065214
601	0.0009347065214
602	0.0009347065214
603	0.0009347065214
604	0.0009347065214
605	0.0009347065214
606	0.0009347065214
607	0.0009347065214
608	0.0009347065214
609	0.0009347065214
610	0.0009347065214
611	0.0009347065214
612	0.0009347065214
613	0.0009347065214
614	0.0009347065214
615	0.000934693559
616	0.000934693559
617	0.000934693559
618	0.000934693559
619	0.000934693559
620	0.0009347066213
621	0.0009347066213
622	0.0009347066213
623	0.0009347066213
624	0.0009347066213
625	0.0009347103766
626	0.0009347103766
627	0.0009347103766
628	0.0009347103766
629	0.0009347103766
630	0.0009347103766
631	0.0009347103766
632	0.0009347103766
633	0.0009347103766
634	0.0009347103766
635	0.0009347103766
636	0.0009347103766
637	0.0009347103766
638	0.0009347103766
639	0.0009347103766
640	0.0009347103766
641	0.0009347103766
642	0.0009347103766
643	0.0009347103766
644	0.0009347103766
645	0.0009347103766
646	0.0009347103766
647	0.0009347103766
648	0.0009347103766
649	0.0009347103766
650	0.0009347103766
651	0.0009347103766
652	0.0009347103766
653	0.0009347103766
654	0.0009347103766
655	0.0009347103766
656	0.0009347103766
657	0.0009347103766
658	0.0009347103766
659	0.0009347103766
660	0.0009347103766
661	0.0009347103766
662	0.0009347103766
663	0.0009347103766
664	0.0009347121275
665	0.0009347121275
666	0.0009347121275
667	0.0009347121275
668	0.0009347121275
669	0.0009347121275
670	0.0009347121275
671	0.0009347121275
672	0.0009347121275
673	0.0009347121275
674	0.0009347121275
675	0.0009347121275
676	0.0009347121275
677	0.0009347121275
678	0.0009347121275
679	0.0009347121275
680	0.0009347121275
681	0.0009347121275
682	0.0009347121275
683	0.0009347121275
684	0.0009347178827
685	0.0009347178827
686	0.0009347178827
687	0.0009347178827
688	0.0009347178827
689	0.0009347178827
690	0.0009347178827
691	0.0009347178827
692	0.0009347178827
693	0.0009347178827
694	0.0009347178827
695	0.0009347178827
696	0.0009347178827
